idx,item_num,preposition,embedding,pipp_filler_gap,pp_no_filler_no_gap,filler_no_gap,no_filler_gap
0,1,though,,7.439790725708008,8.778494834899902,13.633493423461914,9.462828636169434
1,2,though,,8.076339721679688,6.366824150085449,9.159067153930664,7.071617603302002
2,3,though,,2.8532376289367676,11.167398452758789,16.24013900756836,7.734419345855713
3,4,though,,2.3537282943725586,11.29831600189209,17.60481071472168,7.734419345855713
4,5,though,,6.41521692276001,4.585264205932617,4.6624956130981445,9.541800498962402
5,6,though,,0.793533444404602,8.351137161254883,10.23825454711914,7.325741767883301
6,7,though,,0.4269751310348511,8.269277572631836,8.471123695373535,9.607070922851562
7,8,though,,0.40758785605430603,9.653972625732422,12.701215744018555,8.72772216796875
8,9,though,,0.5105009078979492,11.8521089553833,16.23126983642578,8.764790534973145
9,10,though,,0.29213523864746094,9.955851554870605,16.249839782714844,10.338809967041016
10,11,though,,4.632034778594971,13.411968231201172,15.092145919799805,8.615966796875
11,12,though,,2.7929527759552,7.098202705383301,13.166046142578125,2.5428335666656494
12,13,though,,1.2134435176849365,7.729846954345703,7.733206748962402,1.5456452369689941
13,14,though,,1.001464605331421,8.406936645507812,8.894485473632812,2.133176565170288
14,15,though,,1.4429839849472046,12.138169288635254,13.263118743896484,1.447950839996338
15,16,though,,0.8323519825935364,15.9818754196167,14.962983131408691,6.609516143798828
16,17,though,,0.5722922086715698,13.370627403259277,22.538253784179688,11.791390419006348
17,18,though,,2.728269338607788,14.007469177246094,20.153034210205078,13.281493186950684
18,19,though,,1.4681127071380615,7.506614685058594,9.53018569946289,14.764558792114258
19,20,though,,1.567280650138855,10.912705421447754,16.78325653076172,12.965973854064941
20,21,though,,1.5992611646652222,16.318073272705078,15.075260162353516,12.481022834777832
21,22,though,,0.9145817160606384,12.440464973449707,18.575345993041992,12.527373313903809
22,23,though,,2.6218700408935547,10.40224838256836,16.440536499023438,10.66480827331543
23,24,though,,0.8740680813789368,9.38585090637207,13.639913558959961,14.634688377380371
24,25,though,,1.2398325204849243,8.941618919372559,14.685100555419922,10.39401626586914
25,26,though,,0.5528306365013123,3.8332765102386475,4.124212741851807,7.096929550170898
26,27,though,,0.9186955094337463,11.587411880493164,20.23865509033203,7.727336406707764
27,28,though,,0.6496692895889282,13.121519088745117,13.327532768249512,8.33305549621582
28,29,though,,0.34824010729789734,14.207761764526367,13.623994827270508,8.52227783203125
29,30,though,,0.4496011734008789,10.672842979431152,15.767866134643555,9.413695335388184
30,31,though,,0.6300164461135864,6.161226272583008,9.095438957214355,10.249862670898438
31,32,though,,1.2874112129211426,8.016674995422363,13.61622428894043,12.602251052856445
32,33,though,,0.8420105576515198,8.045920372009277,9.996522903442383,13.805359840393066
33,1,though,they said that we knew that,8.990789413452148,10.925690650939941,10.296211242675781,9.554368019104004
34,2,though,they said that we knew that,6.050203800201416,5.859137535095215,4.844271659851074,7.36913537979126
35,3,though,they said that we knew that,8.29395580291748,9.978071212768555,9.653115272521973,7.516807556152344
36,4,though,they said that we knew that,8.68390941619873,14.331774711608887,13.72410774230957,7.516807556152344
37,5,though,they said that we knew that,7.483320236206055,4.220153331756592,2.622965097427368,7.223333358764648
38,6,though,they said that we knew that,6.27765417098999,8.292427062988281,7.138149261474609,7.089573383331299
39,7,though,they said that we knew that,8.442155838012695,6.286378860473633,6.328359127044678,8.679244041442871
40,8,though,they said that we knew that,9.452895164489746,12.081040382385254,12.348851203918457,8.33257007598877
41,9,though,they said that we knew that,9.225390434265137,12.950023651123047,9.91743278503418,8.891557693481445
42,10,though,they said that we knew that,9.109405517578125,14.647629737854004,9.841033935546875,8.399049758911133
43,11,though,they said that we knew that,8.601401329040527,13.000410079956055,10.534078598022461,9.670896530151367
44,12,though,they said that we knew that,2.576547622680664,8.19109058380127,8.081056594848633,2.6757240295410156
45,13,though,they said that we knew that,1.4793163537979126,7.132219314575195,6.9568915367126465,1.5571322441101074
46,14,though,they said that we knew that,2.3214645385742188,9.821881294250488,8.574470520019531,1.6848273277282715
47,15,though,they said that we knew that,1.0389182567596436,13.346637725830078,12.639063835144043,1.365378499031067
48,16,though,they said that we knew that,4.435332298278809,16.202396392822266,13.758788108825684,6.446072101593018
49,17,though,they said that we knew that,7.745083332061768,12.140869140625,12.042789459228516,7.992382526397705
50,18,though,they said that we knew that,9.483640670776367,13.768743515014648,13.756487846374512,11.76193904876709
51,19,though,they said that we knew that,9.319352149963379,11.52133846282959,10.770160675048828,10.400827407836914
52,20,though,they said that we knew that,6.65218448638916,13.79521369934082,9.400591850280762,10.18040657043457
53,21,though,they said that we knew that,9.22167682647705,19.723716735839844,17.465364456176758,12.618468284606934
