idx,item_num,preposition,embedding,pipp_filler_gap,pp_no_filler_no_gap,filler_no_gap,no_filler_gap
0,1,though,,4.836522102355957,8.450373649597168,14.68200969696045,9.904247283935547
1,2,though,,7.989614963531494,6.714550018310547,11.322676658630371,7.824318885803223
2,3,though,,3.1252026557922363,10.47839069366455,18.366540908813477,7.180212497711182
3,4,though,,2.6519010066986084,11.710089683532715,17.44889259338379,7.180212497711182
4,5,though,,7.094613075256348,3.7866291999816895,4.447423458099365,8.862237930297852
5,6,though,,0.8776618242263794,8.145838737487793,9.719430923461914,6.0241498947143555
6,7,though,,0.4401627480983734,7.770567417144775,8.344531059265137,8.546975135803223
7,8,though,,0.2942182719707489,8.380112648010254,20.634428024291992,9.543997764587402
8,9,though,,0.40214359760284424,11.985492706298828,15.962759017944336,7.6545233726501465
9,10,though,,0.3985869884490967,10.944808959960938,14.94571304321289,9.21731948852539
10,11,though,,8.804323196411133,10.362618446350098,11.45846939086914,8.965771675109863
11,12,though,,3.5275073051452637,7.791281700134277,13.880643844604492,2.411626100540161
12,13,though,,2.615915298461914,8.425579071044922,10.347134590148926,1.3210703134536743
13,14,though,,1.2795372009277344,8.270068168640137,14.193416595458984,1.2379765510559082
14,15,though,,1.8569117784500122,14.056431770324707,18.383150100708008,1.7946031093597412
15,16,though,,0.6739078164100647,14.443009376525879,18.194116592407227,7.29266881942749
16,17,though,,0.6743535995483398,12.074614524841309,20.029895782470703,11.313077926635742
17,18,though,,1.2885944843292236,10.409334182739258,10.074119567871094,14.23028564453125
18,19,though,,12.527188301086426,8.752490997314453,8.038886070251465,17.26905632019043
19,20,though,,1.4138129949569702,9.834760665893555,17.190202713012695,13.882877349853516
20,21,though,,2.493575096130371,18.07087516784668,21.306774139404297,11.857961654663086
21,22,though,,2.5534677505493164,11.489083290100098,19.83989143371582,13.104329109191895
22,23,though,,2.9787778854370117,11.500686645507812,14.71275806427002,11.245488166809082
23,24,though,,1.7830073833465576,10.40103816986084,14.670483589172363,14.869854927062988
24,25,though,,1.6319915056228638,7.841868877410889,14.369627952575684,12.113041877746582
25,26,though,,0.9903476238250732,4.709550380706787,3.018996477127075,7.872976779937744
26,27,though,,0.8516553044319153,12.337864875793457,17.767240524291992,7.77391242980957
27,28,though,,0.6286984086036682,13.965828895568848,17.951505661010742,7.205318450927734
28,29,though,,0.3834153711795807,13.226752281188965,19.924230575561523,8.973971366882324
29,30,though,,0.3082438111305237,13.819303512573242,18.25152015686035,8.741312026977539
30,31,though,,1.5741640329360962,4.262377738952637,9.085744857788086,9.786552429199219
31,32,though,,0.7615928053855896,9.014730453491211,14.726890563964844,9.877229690551758
32,33,though,,2.9513089656829834,6.938203811645508,9.508247375488281,12.936005592346191
33,1,though,they said that we knew that,9.205299377441406,10.79141902923584,9.826486587524414,9.098487854003906
34,2,though,they said that we knew that,7.5140156745910645,6.323233127593994,6.058839797973633,7.4229416847229
35,3,though,they said that we knew that,9.191112518310547,9.240518569946289,8.064290046691895,7.882126331329346
36,4,though,they said that we knew that,8.349614143371582,15.292431831359863,15.676310539245605,7.882126331329346
37,5,though,they said that we knew that,8.937222480773926,3.6569743156433105,3.16409969329834,8.923145294189453
38,6,though,they said that we knew that,3.545226812362671,8.126718521118164,7.225359916687012,6.624382019042969
39,7,though,they said that we knew that,1.0748310089111328,5.856383323669434,5.896487236022949,7.372748851776123
40,8,though,they said that we knew that,8.398992538452148,11.006512641906738,9.49927043914795,9.319075584411621
41,9,though,they said that we knew that,7.5468244552612305,11.774942398071289,8.31147289276123,8.646529197692871
42,10,though,they said that we knew that,7.26199197769165,11.373597145080566,8.384893417358398,9.012690544128418
43,11,though,they said that we knew that,9.689517974853516,10.063539505004883,7.152344226837158,9.66072940826416
44,12,though,they said that we knew that,2.3668665885925293,7.8272809982299805,6.41489315032959,2.9000043869018555
45,13,though,they said that we knew that,0.4095608592033386,7.038135528564453,8.472916603088379,1.2187336683273315
46,14,though,they said that we knew that,0.3517801761627197,10.534244537353516,10.849933624267578,1.3315157890319824
47,15,though,they said that we knew that,1.6858867406845093,14.8370943069458,13.976178169250488,1.7590137720108032
48,16,though,they said that we knew that,2.0830209255218506,16.066638946533203,14.951323509216309,3.8687331676483154
49,17,though,they said that we knew that,6.124283313751221,11.826510429382324,8.256089210510254,9.104990005493164
50,18,though,they said that we knew that,11.785046577453613,12.760247230529785,12.05587100982666,12.127310752868652
51,19,though,they said that we knew that,13.278312683105469,10.59404468536377,10.436829566955566,14.33333683013916
52,20,though,they said that we knew that,9.2633056640625,12.478480339050293,8.924418449401855,11.688788414001465
53,21,though,they said that we knew that,8.931925773620605,19.73737907409668,18.864686965942383,11.07016372680664
54,22,though,they said that we knew that,7.419582366943359,10.106837272644043,9.999534606933594,10.74766731262207
55,23,though,they said that we knew that,9.21764850616455,12.484272956848145,10.460668563842773,9.66281509399414
56,24,though,they said that we knew that,14.563101768493652,14.070748329162598,10.735218048095703,15.36491870880127
57,25,though,they said that we knew that,6.8589019775390625,7.155268669128418,6.033393383026123,10.325425148010254
58,26,though,they said that we knew that,2.4647865295410156,4.702977180480957,3.236703872680664,7.551377773284912
59,27,though,they said that we knew that,2.3747611045837402,14.133103370666504,11.914166450500488,8.419031143188477
60,28,though,they said that we knew that,2.207587242126465,12.283090591430664,11.99284839630127,7.171496391296387
61,29,though,they said that we knew that,0.8477795124053955,10.650686264038086,13.697446823120117,8.27655029296875
62,30,though,they said that we knew that,3.1564180850982666,13.688899993896484,12.890016555786133,8.86835765838623
63,31,though,they said that we knew that,5.343386650085449,4.280027389526367,3.698035478591919,8.84877872467041
64,32,though,they said that we knew that,2.9979326725006104,11.012628555297852,8.34406566619873,6.013301849365234
65,33,though,they said that we knew that,7.747990131378174,6.540038585662842,5.845634937286377,11.06753921508789
66,1,as,,1.5017167329788208,12.797722816467285,13.857701301574707,10.336562156677246
67,2,as,,6.47302770614624,7.027424335479736,9.276134490966797,7.030030250549316
68,3,as,,3.4036190509796143,14.165287971496582,15.061772346496582,7.813215732574463
69,4,as,,3.308061361312866,14.846892356872559,16.604827880859375,7.813215732574463
70,5,as,,5.208574295043945,3.2531239986419678,3.489382743835449,9.552216529846191
71,6,as,,0.801766574382782,9.724681854248047,6.309639930725098,1.2109050750732422
72,7,as,,0.4632772207260132,7.984662055969238,6.508779525756836,6.966131687164307
73,8,as,,0.3721154034137726,8.400030136108398,14.154122352600098,10.009906768798828
74,9,as,,1.029489517211914,16.088394165039062,10.883346557617188,7.999838352203369
