idx,item_num,preposition,embedding,pipp_filler_gap,pp_no_filler_no_gap,filler_no_gap,no_filler_gap
0,1,though,,6.316240310668945,8.428228378295898,12.486104965209961,9.487871170043945
1,2,though,,6.916637897491455,4.7443389892578125,7.917022228240967,8.076624870300293
2,3,though,,1.1468311548233032,12.03148365020752,11.296241760253906,8.27906608581543
3,4,though,,4.366485118865967,12.671146392822266,18.9959774017334,8.27906608581543
4,5,though,,4.633784770965576,3.6622772216796875,4.4658355712890625,10.305887222290039
5,6,though,,1.4253826141357422,8.02733325958252,9.497748374938965,6.352109432220459
6,7,though,,0.7644009590148926,9.026901245117188,8.560364723205566,10.196402549743652
7,8,though,,0.7105084657669067,9.16320514678955,9.30840015411377,9.061203956604004
8,9,though,,0.9726513028144836,11.062081336975098,15.183353424072266,8.31732177734375
9,10,though,,1.0964773893356323,11.207618713378906,13.964001655578613,9.468883514404297
10,11,though,,7.910210609436035,12.139509201049805,11.159050941467285,9.036768913269043
11,12,though,,2.695294141769409,9.740971565246582,8.105185508728027,1.8070560693740845
12,13,though,,0.3092688322067261,8.578678131103516,10.59422492980957,0.9371706247329712
13,14,though,,0.3838460147380829,8.213875770568848,8.750007629394531,1.63734769821167
14,15,though,,0.7567071318626404,14.04829216003418,11.2042236328125,0.9928558468818665
15,16,though,,1.2620940208435059,15.068907737731934,16.749624252319336,7.44764518737793
16,17,though,,1.5202069282531738,11.22352409362793,13.291595458984375,10.87531852722168
17,18,though,,6.532786846160889,14.263608932495117,14.307318687438965,15.41266918182373
18,19,though,,13.37739372253418,10.012182235717773,6.654994964599609,16.367557525634766
19,20,though,,1.5316072702407837,10.009846687316895,13.912385940551758,12.19564151763916
20,21,though,,4.137273788452148,17.076641082763672,17.77477264404297,14.10987377166748
21,22,though,,3.0891001224517822,14.147868156433105,18.745922088623047,10.842440605163574
22,23,though,,2.796966314315796,10.101167678833008,11.74500560760498,8.896356582641602
23,24,though,,1.7021480798721313,10.084973335266113,10.78152084350586,13.805033683776855
24,25,though,,2.4566056728363037,7.981213092803955,14.687692642211914,12.114079475402832
25,26,though,,2.0300776958465576,4.179069519042969,4.056155204772949,8.26696491241455
26,27,though,,1.6605887413024902,12.397963523864746,16.76996612548828,7.475541591644287
27,28,though,,3.2639899253845215,13.543869018554688,7.745073318481445,7.442386627197266
28,29,though,,0.7815923690795898,14.242585182189941,12.698054313659668,8.566232681274414
29,30,though,,0.6856095194816589,13.094491958618164,12.551233291625977,8.22238540649414
30,31,though,,0.9439054131507874,3.2429840564727783,5.741122722625732,13.127911567687988
31,32,though,,3.3588967323303223,3.7597031593322754,5.293022155761719,9.491254806518555
32,33,though,,0.6642093658447266,7.949467182159424,9.349590301513672,13.395804405212402
33,1,though,they said that we knew that,8.955970764160156,9.752522468566895,7.178521156311035,9.2696533203125
34,2,though,they said that we knew that,4.950299263000488,5.069940090179443,5.158802032470703,5.6347761154174805
35,3,though,they said that we knew that,8.739912033081055,9.574287414550781,5.910035133361816,9.33494758605957
36,4,though,they said that we knew that,8.565299034118652,15.53647232055664,13.570351600646973,9.33494758605957
37,5,though,they said that we knew that,7.603877067565918,3.1060056686401367,2.485992908477783,8.013016700744629
38,6,though,they said that we knew that,5.987539291381836,7.407427787780762,6.584936141967773,6.8244123458862305
39,7,though,they said that we knew that,7.996326446533203,7.408576965332031,6.0918869972229,8.80648136138916
40,8,though,they said that we knew that,8.094475746154785,12.103849411010742,9.444558143615723,8.441802978515625
41,9,though,they said that we knew that,8.67866039276123,11.490508079528809,7.707178592681885,8.440982818603516
42,10,though,they said that we knew that,8.507163047790527,12.31594467163086,8.710356712341309,8.653450012207031
43,11,though,they said that we knew that,8.762482643127441,10.01117992401123,7.010207653045654,9.33621597290039
44,12,though,they said that we knew that,1.937317132949829,10.16046142578125,8.367236137390137,2.4281680583953857
45,13,though,they said that we knew that,0.9908168315887451,6.372437953948975,8.188831329345703,2.026789426803589
46,14,though,they said that we knew that,1.009839415550232,8.406169891357422,8.161177635192871,1.6129908561706543
47,15,though,they said that we knew that,1.8403244018554688,16.434223175048828,14.494050979614258,2.5407369136810303
48,16,though,they said that we knew that,5.533818244934082,15.40306282043457,13.288057327270508,6.559955596923828
49,17,though,they said that we knew that,8.324331283569336,10.8759183883667,5.337669849395752,9.230688095092773
50,18,though,they said that we knew that,11.065485954284668,14.431427001953125,12.29651165008545,13.461711883544922
51,19,though,they said that we knew that,13.318413734436035,10.07203483581543,9.773493766784668,14.263160705566406
52,20,though,they said that we knew that,10.2503023147583,10.910664558410645,8.515995979309082,12.8320894241333
